period,result_id,outcome_status,human_minutes
baseline,b-0776,ready_to_use,3
baseline,b-0777,ready_to_use,3
baseline,b-0778,ready_to_use,3
baseline,b-0779,ready_to_use,3
baseline,b-0780,ready_to_use,3
baseline,b-0781,ready_to_use,3
baseline,b-0782,ready_to_use,3
baseline,b-0783,ready_to_use,3
baseline,b-0784,ready_to_use,3
baseline,b-0785,ready_to_use,3
baseline,b-0786,ready_to_use,3
baseline,b-0787,ready_to_use,3
baseline,b-0788,ready_to_use,3
baseline,b-0789,ready_to_use,3
baseline,b-0790,ready_to_use,3
baseline,b-0791,ready_to_use,3
baseline,b-0792,ready_to_use,3
baseline,b-0793,ready_to_use,3
baseline,b-0794,ready_to_use,3
baseline,b-0795,ready_to_use,3
baseline,b-0796,ready_to_use,3
baseline,b-0797,ready_to_use,3
baseline,b-0798,ready_to_use,3
baseline,b-0799,ready_to_use,3
baseline,b-0800,ready_to_use,3
baseline,b-0801,ready_to_use,3
baseline,b-0802,ready_to_use,3
baseline,b-0803,ready_to_use,3
baseline,b-0804,ready_to_use,3
baseline,b-0805,ready_to_use,3
baseline,b-0806,ready_to_use,3
baseline,b-0807,ready_to_use,3
baseline,b-0808,ready_to_use,3
baseline,b-0809,ready_to_use,3
baseline,b-0810,ready_to_use,3
baseline,b-0811,ready_to_use,3
baseline,b-0812,ready_to_use,3
baseline,b-0813,ready_to_use,3
baseline,b-0814,ready_to_use,3
baseline,b-0815,ready_to_use,3
baseline,b-0816,ready_to_use,3
baseline,b-0817,ready_to_use,3
baseline,b-0818,ready_to_use,3
baseline,b-0819,ready_to_use,3
baseline,b-0820,ready_to_use,3
baseline,b-0821,ready_to_use,3
baseline,b-0822,ready_to_use,3
baseline,b-0823,ready_to_use,3
baseline,b-0824,ready_to_use,3
baseline,b-0825,ready_to_use,3
baseline,b-0826,ready_to_use,3
baseline,b-0827,ready_to_use,3
baseline,b-0828,ready_to_use,3
baseline,b-0829,ready_to_use,3
baseline,b-0830,ready_to_use,3
baseline,b-0831,ready_to_use,3
baseline,b-0832,ready_to_use,3
baseline,b-0833,ready_to_use,3
baseline,b-0834,ready_to_use,3
baseline,b-0835,ready_to_use,3
baseline,b-0836,ready_to_use,3
baseline,b-0837,ready_to_use,3
baseline,b-0838,ready_to_use,3
baseline,b-0839,ready_to_use,3
baseline,b-0840,ready_to_use,3
baseline,b-0841,ready_to_use,3
baseline,b-0842,ready_to_use,3
baseline,b-0843,ready_to_use,3
baseline,b-0844,ready_to_use,3
baseline,b-0845,ready_to_use,3
baseline,b-0846,ready_to_use,3
baseline,b-0847,ready_to_use,3
baseline,b-0848,ready_to_use,3
baseline,b-0849,ready_to_use,3
baseline,b-0850,ready_to_use,3
baseline,b-0851,ready_to_use,3
baseline,b-0852,ready_to_use,3
baseline,b-0853,ready_to_use,3
baseline,b-0854,ready_to_use,3
baseline,b-0855,ready_to_use,3
baseline,b-0856,ready_to_use,3
baseline,b-0857,ready_to_use,3
baseline,b-0858,ready_to_use,3
baseline,b-0859,ready_to_use,3
baseline,b-0860,ready_to_use,3
baseline,b-0861,ready_to_use,3
baseline,b-0862,ready_to_use,3
baseline,b-0863,ready_to_use,3
baseline,b-0864,ready_to_use,3
baseline,b-0865,ready_to_use,3
baseline,b-0866,ready_to_use,3
baseline,b-0867,ready_to_use,3
baseline,b-0868,ready_to_use,3
baseline,b-0869,ready_to_use,3
baseline,b-0870,ready_to_use,3
baseline,b-0871,ready_to_use,3
baseline,b-0872,ready_to_use,3
baseline,b-0873,ready_to_use,3
baseline,b-0874,ready_to_use,3
baseline,b-0875,ready_to_use,3
baseline,b-0876,ready_to_use,3
baseline,b-0877,ready_to_use,3
baseline,b-0878,ready_to_use,3
baseline,b-0879,ready_to_use,3
baseline,b-0880,ready_to_use,3
baseline,b-0881,ready_to_use,3
baseline,b-0882,ready_to_use,3
baseline,b-0883,ready_to_use,3
baseline,b-0884,ready_to_use,3
baseline,b-0885,ready_to_use,3
baseline,b-0886,ready_to_use,3
baseline,b-0887,ready_to_use,3
baseline,b-0888,ready_to_use,3
baseline,b-0889,ready_to_use,3
baseline,b-0890,ready_to_use,3
baseline,b-0891,ready_to_use,3
baseline,b-0892,ready_to_use,3
baseline,b-0893,ready_to_use,3
baseline,b-0894,ready_to_use,3
baseline,b-0895,ready_to_use,3
baseline,b-0896,ready_to_use,3
baseline,b-0897,ready_to_use,3
baseline,b-0898,ready_to_use,3
baseline,b-0899,ready_to_use,3
baseline,b-0900,ready_to_use,3
baseline,b-0901,ready_to_use,3
baseline,b-0902,ready_to_use,3
baseline,b-0903,ready_to_use,3
baseline,b-0904,ready_to_use,3
baseline,b-0905,ready_to_use,3
baseline,b-0906,ready_to_use,3
baseline,b-0907,ready_to_use,3
baseline,b-0908,ready_to_use,3
baseline,b-0909,ready_to_use,3
baseline,b-0910,ready_to_use,3
baseline,b-0911,ready_to_use,3
baseline,b-0912,ready_to_use,3
baseline,b-0913,ready_to_use,3
baseline,b-0914,ready_to_use,3
baseline,b-0915,ready_to_use,3
baseline,b-0916,ready_to_use,3
baseline,b-0917,ready_to_use,3
baseline,b-0918,ready_to_use,3
baseline,b-0919,ready_to_use,3
baseline,b-0920,ready_to_use,3
baseline,b-0921,ready_to_use,3
baseline,b-0922,ready_to_use,3
baseline,b-0923,ready_to_use,3
baseline,b-0924,ready_to_use,3
baseline,b-0925,ready_to_use,3
baseline,b-0926,ready_to_use,3
baseline,b-0927,ready_to_use,3
baseline,b-0928,ready_to_use,3
baseline,b-0929,ready_to_use,3
baseline,b-0930,ready_to_use,3
baseline,b-0931,ready_to_use,3
baseline,b-0932,ready_to_use,3
baseline,b-0933,ready_to_use,3
baseline,b-0934,ready_to_use,3
baseline,b-0935,ready_to_use,3
baseline,b-0936,ready_to_use,3
baseline,b-0937,ready_to_use,3
baseline,b-0938,ready_to_use,3
baseline,b-0939,ready_to_use,3
baseline,b-0940,ready_to_use,3
baseline,b-0941,needs_correction,25
baseline,b-0942,needs_correction,25
baseline,b-0943,needs_correction,25
baseline,b-0944,needs_correction,25
baseline,b-0945,needs_correction,25
baseline,b-0946,needs_correction,25
baseline,b-0947,needs_correction,25
baseline,b-0948,needs_correction,25
baseline,b-0949,needs_correction,25
baseline,b-0950,needs_correction,25
baseline,b-0951,needs_correction,25
baseline,b-0952,needs_correction,25
baseline,b-0953,needs_correction,25
baseline,b-0954,needs_correction,25
baseline,b-0955,needs_correction,25
baseline,b-0956,needs_correction,25
baseline,b-0957,needs_correction,25
baseline,b-0958,needs_correction,25
baseline,b-0959,needs_correction,25
baseline,b-0960,needs_correction,25
baseline,b-0961,needs_correction,25
baseline,b-0962,needs_correction,25
baseline,b-0963,needs_correction,25
baseline,b-0964,needs_correction,25
baseline,b-0965,needs_correction,25
baseline,b-0966,needs_correction,25
baseline,b-0967,needs_correction,25
baseline,b-0968,needs_correction,25
baseline,b-0969,needs_correction,25
baseline,b-0970,needs_correction,25
baseline,b-0971,needs_correction,25
baseline,b-0972,needs_correction,25
baseline,b-0973,needs_correction,25
baseline,b-0974,needs_correction,25
baseline,b-0975,needs_correction,25
baseline,b-0976,needs_correction,25
baseline,b-0977,needs_correction,25
baseline,b-0978,needs_correction,25
baseline,b-0979,needs_correction,25
baseline,b-0980,needs_correction,25
baseline,b-0981,needs_correction,25
baseline,b-0982,needs_correction,25
baseline,b-0983,needs_correction,25
baseline,b-0984,needs_correction,25
baseline,b-0985,needs_correction,25
baseline,b-0986,needs_correction,25
baseline,b-0987,needs_correction,25
baseline,b-0988,needs_correction,25
baseline,b-0989,needs_correction,25
baseline,b-0990,needs_correction,25
baseline,b-0991,needs_escalation,90
baseline,b-0992,needs_escalation,90
baseline,b-0993,needs_escalation,90
baseline,b-0994,needs_escalation,90
baseline,b-0995,needs_escalation,90
baseline,b-0996,needs_escalation,90
baseline,b-0997,needs_escalation,90
baseline,b-0998,needs_escalation,90
baseline,b-0999,needs_escalation,90
baseline,b-1000,needs_escalation,90
proposed,p-0001,ready_to_use,4
proposed,p-0002,ready_to_use,4
proposed,p-0003,ready_to_use,4
proposed,p-0004,ready_to_use,4
proposed,p-0005,ready_to_use,4
proposed,p-0006,ready_to_use,4
proposed,p-0007,ready_to_use,4
proposed,p-0008,ready_to_use,4
proposed,p-0009,ready_to_use,4
proposed,p-0010,ready_to_use,4
proposed,p-0011,ready_to_use,4
proposed,p-0012,ready_to_use,4
proposed,p-0013,ready_to_use,4
proposed,p-0014,ready_to_use,4
proposed,p-0015,ready_to_use,4
proposed,p-0016,ready_to_use,4
proposed,p-0017,ready_to_use,4
proposed,p-0018,ready_to_use,4
proposed,p-0019,ready_to_use,4
proposed,p-0020,ready_to_use,4
proposed,p-0021,ready_to_use,4
proposed,p-0022,ready_to_use,4
proposed,p-0023,ready_to_use,4
proposed,p-0024,ready_to_use,4
proposed,p-0025,ready_to_use,4
proposed,p-0026,ready_to_use,4
proposed,p-0027,ready_to_use,4
proposed,p-0028,ready_to_use,4
proposed,p-0029,ready_to_use,4
proposed,p-0030,ready_to_use,4
proposed,p-0031,ready_to_use,4
proposed,p-0032,ready_to_use,4
proposed,p-0033,ready_to_use,4
proposed,p-0034,ready_to_use,4
proposed,p-0035,ready_to_use,4
proposed,p-0036,ready_to_use,4
proposed,p-0037,ready_to_use,4
proposed,p-0038,ready_to_use,4
proposed,p-0039,ready_to_use,4
proposed,p-0040,ready_to_use,4
proposed,p-0041,ready_to_use,4
proposed,p-0042,ready_to_use,4
proposed,p-0043,ready_to_use,4
proposed,p-0044,ready_to_use,4
proposed,p-0045,ready_to_use,4
proposed,p-0046,ready_to_use,4
proposed,p-0047,ready_to_use,4
proposed,p-0048,ready_to_use,4
proposed,p-0049,ready_to_use,4
proposed,p-0050,ready_to_use,4
proposed,p-0051,ready_to_use,4
proposed,p-0052,ready_to_use,4
proposed,p-0053,ready_to_use,4
proposed,p-0054,ready_to_use,4
proposed,p-0055,ready_to_use,4
proposed,p-0056,ready_to_use,4
proposed,p-0057,ready_to_use,4
proposed,p-0058,ready_to_use,4
proposed,p-0059,ready_to_use,4
proposed,p-0060,ready_to_use,4
proposed,p-0061,ready_to_use,4
proposed,p-0062,ready_to_use,4
proposed,p-0063,ready_to_use,4
proposed,p-0064,ready_to_use,4
proposed,p-0065,ready_to_use,4
proposed,p-0066,ready_to_use,4
proposed,p-0067,ready_to_use,4
proposed,p-0068,ready_to_use,4
proposed,p-0069,ready_to_use,4
proposed,p-0070,ready_to_use,4
proposed,p-0071,ready_to_use,4
proposed,p-0072,ready_to_use,4
proposed,p-0073,ready_to_use,4
proposed,p-0074,ready_to_use,4
proposed,p-0075,ready_to_use,4
proposed,p-0076,ready_to_use,4
proposed,p-0077,ready_to_use,4
proposed,p-0078,ready_to_use,4
proposed,p-0079,ready_to_use,4
proposed,p-0080,ready_to_use,4
proposed,p-0081,ready_to_use,4
proposed,p-0082,ready_to_use,4
proposed,p-0083,ready_to_use,4
proposed,p-0084,ready_to_use,4
proposed,p-0085,ready_to_use,4
proposed,p-0086,ready_to_use,4
proposed,p-0087,ready_to_use,4
proposed,p-0088,ready_to_use,4
proposed,p-0089,ready_to_use,4
proposed,p-0090,ready_to_use,4
proposed,p-0091,ready_to_use,4
proposed,p-0092,ready_to_use,4
proposed,p-0093,ready_to_use,4
proposed,p-0094,ready_to_use,4
proposed,p-0095,ready_to_use,4
proposed,p-0096,ready_to_use,4
proposed,p-0097,ready_to_use,4
proposed,p-0098,ready_to_use,4
proposed,p-0099,ready_to_use,4
proposed,p-0100,ready_to_use,4
proposed,p-0101,ready_to_use,4
proposed,p-0102,ready_to_use,4
proposed,p-0103,ready_to_use,4
proposed,p-0104,ready_to_use,4
proposed,p-0105,ready_to_use,4
proposed,p-0106,ready_to_use,4
proposed,p-0107,ready_to_use,4
proposed,p-0108,ready_to_use,4
proposed,p-0109,ready_to_use,4
proposed,p-0110,ready_to_use,4
proposed,p-0111,ready_to_use,4
proposed,p-0112,ready_to_use,4
proposed,p-0113,ready_to_use,4
proposed,p-0114,ready_to_use,4
proposed,p-0115,ready_to_use,4
proposed,p-0116,ready_to_use,4
proposed,p-0117,ready_to_use,4
proposed,p-0118,ready_to_use,4
proposed,p-0119,ready_to_use,4
proposed,p-0120,ready_to_use,4
proposed,p-0121,ready_to_use,4
proposed,p-0122,ready_to_use,4
proposed,p-0123,ready_to_use,4
proposed,p-0124,ready_to_use,4
proposed,p-0125,ready_to_use,4
proposed,p-0126,ready_to_use,4
proposed,p-0127,ready_to_use,4
proposed,p-0128,ready_to_use,4
proposed,p-0129,ready_to_use,4
proposed,p-0130,ready_to_use,4
proposed,p-0131,ready_to_use,4
proposed,p-0132,ready_to_use,4
proposed,p-0133,ready_to_use,4
proposed,p-0134,ready_to_use,4
proposed,p-0135,ready_to_use,4
proposed,p-0136,ready_to_use,4
proposed,p-0137,ready_to_use,4
proposed,p-0138,ready_to_use,4
proposed,p-0139,ready_to_use,4
proposed,p-0140,ready_to_use,4
proposed,p-0141,ready_to_use,4
proposed,p-0142,ready_to_use,4
proposed,p-0143,ready_to_use,4
proposed,p-0144,ready_to_use,4
proposed,p-0145,ready_to_use,4
proposed,p-0146,ready_to_use,4
proposed,p-0147,ready_to_use,4
proposed,p-0148,ready_to_use,4
proposed,p-0149,ready_to_use,4
proposed,p-0150,ready_to_use,4
proposed,p-0151,ready_to_use,4
proposed,p-0152,ready_to_use,4
proposed,p-0153,ready_to_use,4
proposed,p-0154,ready_to_use,4
proposed,p-0155,ready_to_use,4
proposed,p-0156,ready_to_use,4
proposed,p-0157,ready_to_use,4
proposed,p-0158,ready_to_use,4
proposed,p-0159,ready_to_use,4
proposed,p-0160,ready_to_use,4
proposed,p-0161,ready_to_use,4
proposed,p-0162,ready_to_use,4
proposed,p-0163,ready_to_use,4
proposed,p-0164,ready_to_use,4
proposed,p-0165,ready_to_use,4
proposed,p-0166,ready_to_use,4
proposed,p-0167,ready_to_use,4
proposed,p-0168,ready_to_use,4
proposed,p-0169,ready_to_use,4
proposed,p-0170,ready_to_use,4
proposed,p-0171,ready_to_use,4
proposed,p-0172,ready_to_use,4
proposed,p-0173,ready_to_use,4
proposed,p-0174,ready_to_use,4
proposed,p-0175,ready_to_use,4
proposed,p-0176,ready_to_use,4
proposed,p-0177,ready_to_use,4
proposed,p-0178,ready_to_use,4
proposed,p-0179,ready_to_use,4
proposed,p-0180,ready_to_use,4
proposed,p-0181,ready_to_use,4
proposed,p-0182,ready_to_use,4
proposed,p-0183,ready_to_use,4
proposed,p-0184,ready_to_use,4
proposed,p-0185,ready_to_use,4
proposed,p-0186,ready_to_use,4
proposed,p-0187,ready_to_use,4
proposed,p-0188,ready_to_use,4
proposed,p-0189,ready_to_use,4
proposed,p-0190,ready_to_use,4
proposed,p-0191,ready_to_use,4
proposed,p-0192,ready_to_use,4
proposed,p-0193,ready_to_use,4
proposed,p-0194,ready_to_use,4
proposed,p-0195,ready_to_use,4
proposed,p-0196,ready_to_use,4
proposed,p-0197,ready_to_use,4
proposed,p-0198,ready_to_use,4
proposed,p-0199,ready_to_use,4
proposed,p-0200,ready_to_use,4
proposed,p-0201,ready_to_use,4
proposed,p-0202,ready_to_use,4
proposed,p-0203,ready_to_use,4
proposed,p-0204,ready_to_use,4
proposed,p-0205,ready_to_use,4
proposed,p-0206,ready_to_use,4
proposed,p-0207,ready_to_use,4
proposed,p-0208,ready_to_use,4
proposed,p-0209,ready_to_use,4
proposed,p-0210,ready_to_use,4
proposed,p-0211,ready_to_use,4
proposed,p-0212,ready_to_use,4
proposed,p-0213,ready_to_use,4
proposed,p-0214,ready_to_use,4
proposed,p-0215,ready_to_use,4
proposed,p-0216,ready_to_use,4
proposed,p-0217,ready_to_use,4
proposed,p-0218,ready_to_use,4
proposed,p-0219,ready_to_use,4
proposed,p-0220,ready_to_use,4
proposed,p-0221,ready_to_use,4
proposed,p-0222,ready_to_use,4
proposed,p-0223,ready_to_use,4
proposed,p-0224,ready_to_use,4
proposed,p-0225,ready_to_use,4
proposed,p-0226,ready_to_use,4
proposed,p-0227,ready_to_use,4
proposed,p-0228,ready_to_use,4
proposed,p-0229,ready_to_use,4
proposed,p-0230,ready_to_use,4
proposed,p-0231,ready_to_use,4
proposed,p-0232,ready_to_use,4
proposed,p-0233,ready_to_use,4
proposed,p-0234,ready_to_use,4
proposed,p-0235,ready_to_use,4
proposed,p-0236,ready_to_use,4
proposed,p-0237,ready_to_use,4
proposed,p-0238,ready_to_use,4
proposed,p-0239,ready_to_use,4
proposed,p-0240,ready_to_use,4
proposed,p-0241,ready_to_use,4
proposed,p-0242,ready_to_use,4
proposed,p-0243,ready_to_use,4
proposed,p-0244,ready_to_use,4
proposed,p-0245,ready_to_use,4
proposed,p-0246,ready_to_use,4
proposed,p-0247,ready_to_use,4
proposed,p-0248,ready_to_use,4
proposed,p-0249,ready_to_use,4
proposed,p-0250,ready_to_use,4
proposed,p-0251,ready_to_use,4
proposed,p-0252,ready_to_use,4
proposed,p-0253,ready_to_use,4
proposed,p-0254,ready_to_use,4
proposed,p-0255,ready_to_use,4
proposed,p-0256,ready_to_use,4
proposed,p-0257,ready_to_use,4
proposed,p-0258,ready_to_use,4
proposed,p-0259,ready_to_use,4
proposed,p-0260,ready_to_use,4
proposed,p-0261,ready_to_use,4
proposed,p-0262,ready_to_use,4
proposed,p-0263,ready_to_use,4
proposed,p-0264,ready_to_use,4
proposed,p-0265,ready_to_use,4
proposed,p-0266,ready_to_use,4
proposed,p-0267,ready_to_use,4
proposed,p-0268,ready_to_use,4
proposed,p-0269,ready_to_use,4
proposed,p-0270,ready_to_use,4
proposed,p-0271,ready_to_use,4
proposed,p-0272,ready_to_use,4
proposed,p-0273,ready_to_use,4
proposed,p-0274,ready_to_use,4
proposed,p-0275,ready_to_use,4
proposed,p-0276,ready_to_use,4
proposed,p-0277,ready_to_use,4
proposed,p-0278,ready_to_use,4
proposed,p-0279,ready_to_use,4
proposed,p-0280,ready_to_use,4
proposed,p-0281,ready_to_use,4
proposed,p-0282,ready_to_use,4
proposed,p-0283,ready_to_use,4
proposed,p-0284,ready_to_use,4
proposed,p-0285,ready_to_use,4
proposed,p-0286,ready_to_use,4
proposed,p-0287,ready_to_use,4
proposed,p-0288,ready_to_use,4
proposed,p-0289,ready_to_use,4
proposed,p-0290,ready_to_use,4
proposed,p-0291,ready_to_use,4
proposed,p-0292,ready_to_use,4
proposed,p-0293,ready_to_use,4
proposed,p-0294,ready_to_use,4
proposed,p-0295,ready_to_use,4
proposed,p-0296,ready_to_use,4
proposed,p-0297,ready_to_use,4
proposed,p-0298,ready_to_use,4
proposed,p-0299,ready_to_use,4
proposed,p-0300,ready_to_use,4
proposed,p-0301,ready_to_use,4
proposed,p-0302,ready_to_use,4
proposed,p-0303,ready_to_use,4
proposed,p-0304,ready_to_use,4
proposed,p-0305,ready_to_use,4
proposed,p-0306,ready_to_use,4
proposed,p-0307,ready_to_use,4
proposed,p-0308,ready_to_use,4
proposed,p-0309,ready_to_use,4
proposed,p-0310,ready_to_use,4
proposed,p-0311,ready_to_use,4
proposed,p-0312,ready_to_use,4
proposed,p-0313,ready_to_use,4
proposed,p-0314,ready_to_use,4
proposed,p-0315,ready_to_use,4
proposed,p-0316,ready_to_use,4
proposed,p-0317,ready_to_use,4
proposed,p-0318,ready_to_use,4
proposed,p-0319,ready_to_use,4
proposed,p-0320,ready_to_use,4
proposed,p-0321,ready_to_use,4
proposed,p-0322,ready_to_use,4
proposed,p-0323,ready_to_use,4
proposed,p-0324,ready_to_use,4
proposed,p-0325,ready_to_use,4
proposed,p-0326,ready_to_use,4
proposed,p-0327,ready_to_use,4
proposed,p-0328,ready_to_use,4
proposed,p-0329,ready_to_use,4
proposed,p-0330,ready_to_use,4
proposed,p-0331,ready_to_use,4
proposed,p-0332,ready_to_use,4
proposed,p-0333,ready_to_use,4
proposed,p-0334,ready_to_use,4
proposed,p-0335,ready_to_use,4
proposed,p-0336,ready_to_use,4
proposed,p-0337,ready_to_use,4
proposed,p-0338,ready_to_use,4
proposed,p-0339,ready_to_use,4
proposed,p-0340,ready_to_use,4
proposed,p-0341,ready_to_use,4
proposed,p-0342,ready_to_use,4
proposed,p-0343,ready_to_use,4
proposed,p-0344,ready_to_use,4
proposed,p-0345,ready_to_use,4
proposed,p-0346,ready_to_use,4
proposed,p-0347,ready_to_use,4
proposed,p-0348,ready_to_use,4
proposed,p-0349,ready_to_use,4
proposed,p-0350,ready_to_use,4
proposed,p-0351,ready_to_use,4
proposed,p-0352,ready_to_use,4
proposed,p-0353,ready_to_use,4
proposed,p-0354,ready_to_use,4
proposed,p-0355,ready_to_use,4
proposed,p-0356,ready_to_use,4
proposed,p-0357,ready_to_use,4
proposed,p-0358,ready_to_use,4
proposed,p-0359,ready_to_use,4
proposed,p-0360,ready_to_use,4
proposed,p-0361,ready_to_use,4
proposed,p-0362,ready_to_use,4
proposed,p-0363,ready_to_use,4
proposed,p-0364,ready_to_use,4
proposed,p-0365,ready_to_use,4
proposed,p-0366,ready_to_use,4
proposed,p-0367,ready_to_use,4
proposed,p-0368,ready_to_use,4
proposed,p-0369,ready_to_use,4
proposed,p-0370,ready_to_use,4
proposed,p-0371,ready_to_use,4
proposed,p-0372,ready_to_use,4
proposed,p-0373,ready_to_use,4
proposed,p-0374,ready_to_use,4
proposed,p-0375,ready_to_use,4
proposed,p-0376,ready_to_use,4
proposed,p-0377,ready_to_use,4
proposed,p-0378,ready_to_use,4
proposed,p-0379,ready_to_use,4
proposed,p-0380,ready_to_use,4
proposed,p-0381,ready_to_use,4
proposed,p-0382,ready_to_use,4
proposed,p-0383,ready_to_use,4
proposed,p-0384,ready_to_use,4
proposed,p-0385,ready_to_use,4
proposed,p-0386,ready_to_use,4
proposed,p-0387,ready_to_use,4
proposed,p-0388,ready_to_use,4
proposed,p-0389,ready_to_use,4
proposed,p-0390,ready_to_use,4
proposed,p-0391,ready_to_use,4
proposed,p-0392,ready_to_use,4
proposed,p-0393,ready_to_use,4
proposed,p-0394,ready_to_use,4
proposed,p-0395,ready_to_use,4
proposed,p-0396,ready_to_use,4
proposed,p-0397,ready_to_use,4
proposed,p-0398,ready_to_use,4
proposed,p-0399,ready_to_use,4
proposed,p-0400,ready_to_use,4
proposed,p-0401,ready_to_use,4
proposed,p-0402,ready_to_use,4
proposed,p-0403,ready_to_use,4
proposed,p-0404,ready_to_use,4
proposed,p-0405,ready_to_use,4
proposed,p-0406,ready_to_use,4
proposed,p-0407,ready_to_use,4
proposed,p-0408,ready_to_use,4
proposed,p-0409,ready_to_use,4
proposed,p-0410,ready_to_use,4
proposed,p-0411,ready_to_use,4
proposed,p-0412,ready_to_use,4
proposed,p-0413,ready_to_use,4
proposed,p-0414,ready_to_use,4
proposed,p-0415,ready_to_use,4
proposed,p-0416,ready_to_use,4
proposed,p-0417,ready_to_use,4
proposed,p-0418,ready_to_use,4
proposed,p-0419,ready_to_use,4
proposed,p-0420,ready_to_use,4
proposed,p-0421,ready_to_use,4
proposed,p-0422,ready_to_use,4
proposed,p-0423,ready_to_use,4
proposed,p-0424,ready_to_use,4
proposed,p-0425,ready_to_use,4
proposed,p-0426,ready_to_use,4
proposed,p-0427,ready_to_use,4
proposed,p-0428,ready_to_use,4
proposed,p-0429,ready_to_use,4
proposed,p-0430,ready_to_use,4
proposed,p-0431,ready_to_use,4
proposed,p-0432,ready_to_use,4
proposed,p-0433,ready_to_use,4
proposed,p-0434,ready_to_use,4
proposed,p-0435,ready_to_use,4
proposed,p-0436,ready_to_use,4
proposed,p-0437,ready_to_use,4
proposed,p-0438,ready_to_use,4
proposed,p-0439,ready_to_use,4
proposed,p-0440,ready_to_use,4
proposed,p-0441,ready_to_use,4
proposed,p-0442,ready_to_use,4
proposed,p-0443,ready_to_use,4
proposed,p-0444,ready_to_use,4
proposed,p-0445,ready_to_use,4
proposed,p-0446,ready_to_use,4
proposed,p-0447,ready_to_use,4
proposed,p-0448,ready_to_use,4
proposed,p-0449,ready_to_use,4
proposed,p-0450,ready_to_use,4
proposed,p-0451,ready_to_use,4
proposed,p-0452,ready_to_use,4
proposed,p-0453,ready_to_use,4
proposed,p-0454,ready_to_use,4
proposed,p-0455,ready_to_use,4
proposed,p-0456,ready_to_use,4
proposed,p-0457,ready_to_use,4
proposed,p-0458,ready_to_use,4
proposed,p-0459,ready_to_use,4
proposed,p-0460,ready_to_use,4
proposed,p-0461,ready_to_use,4
proposed,p-0462,ready_to_use,4
proposed,p-0463,ready_to_use,4
proposed,p-0464,ready_to_use,4
proposed,p-0465,ready_to_use,4
proposed,p-0466,ready_to_use,4
proposed,p-0467,ready_to_use,4
proposed,p-0468,ready_to_use,4
proposed,p-0469,ready_to_use,4
proposed,p-0470,ready_to_use,4
proposed,p-0471,ready_to_use,4
proposed,p-0472,ready_to_use,4
proposed,p-0473,ready_to_use,4
proposed,p-0474,ready_to_use,4
proposed,p-0475,ready_to_use,4
proposed,p-0476,ready_to_use,4
proposed,p-0477,ready_to_use,4
proposed,p-0478,ready_to_use,4
proposed,p-0479,ready_to_use,4
proposed,p-0480,ready_to_use,4
proposed,p-0481,ready_to_use,4
proposed,p-0482,ready_to_use,4
proposed,p-0483,ready_to_use,4
proposed,p-0484,ready_to_use,4
proposed,p-0485,ready_to_use,4
proposed,p-0486,ready_to_use,4
proposed,p-0487,ready_to_use,4
proposed,p-0488,ready_to_use,4
proposed,p-0489,ready_to_use,4
proposed,p-0490,ready_to_use,4
proposed,p-0491,ready_to_use,4
proposed,p-0492,ready_to_use,4
proposed,p-0493,ready_to_use,4
proposed,p-0494,ready_to_use,4
proposed,p-0495,ready_to_use,4
proposed,p-0496,ready_to_use,4
proposed,p-0497,ready_to_use,4
proposed,p-0498,ready_to_use,4
proposed,p-0499,ready_to_use,4
proposed,p-0500,ready_to_use,4
proposed,p-0501,ready_to_use,4
proposed,p-0502,ready_to_use,4
proposed,p-0503,ready_to_use,4
proposed,p-0504,ready_to_use,4
proposed,p-0505,ready_to_use,4
proposed,p-0506,ready_to_use,4
proposed,p-0507,ready_to_use,4
proposed,p-0508,ready_to_use,4
proposed,p-0509,ready_to_use,4
proposed,p-0510,ready_to_use,4
proposed,p-0511,ready_to_use,4
proposed,p-0512,ready_to_use,4
proposed,p-0513,ready_to_use,4
proposed,p-0514,ready_to_use,4
proposed,p-0515,ready_to_use,4
proposed,p-0516,ready_to_use,4
proposed,p-0517,ready_to_use,4
proposed,p-0518,ready_to_use,4
proposed,p-0519,ready_to_use,4
proposed,p-0520,ready_to_use,4
proposed,p-0521,ready_to_use,4
proposed,p-0522,ready_to_use,4
proposed,p-0523,ready_to_use,4
proposed,p-0524,ready_to_use,4
proposed,p-0525,ready_to_use,4
proposed,p-0526,ready_to_use,4
proposed,p-0527,ready_to_use,4
proposed,p-0528,ready_to_use,4
proposed,p-0529,ready_to_use,4
proposed,p-0530,ready_to_use,4
proposed,p-0531,ready_to_use,4
proposed,p-0532,ready_to_use,4
proposed,p-0533,ready_to_use,4
proposed,p-0534,ready_to_use,4
proposed,p-0535,ready_to_use,4
proposed,p-0536,ready_to_use,4
proposed,p-0537,ready_to_use,4
proposed,p-0538,ready_to_use,4
proposed,p-0539,ready_to_use,4
proposed,p-0540,ready_to_use,4
proposed,p-0541,ready_to_use,4
proposed,p-0542,ready_to_use,4
proposed,p-0543,ready_to_use,4
proposed,p-0544,ready_to_use,4
proposed,p-0545,ready_to_use,4
proposed,p-0546,ready_to_use,4
proposed,p-0547,ready_to_use,4
proposed,p-0548,ready_to_use,4
proposed,p-0549,ready_to_use,4
proposed,p-0550,ready_to_use,4
proposed,p-0551,ready_to_use,4
proposed,p-0552,ready_to_use,4
proposed,p-0553,ready_to_use,4
proposed,p-0554,ready_to_use,4
